gram;vector;code
Philips 246V5LHAB 24inch;[0, 9, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];1
246V5LHAB 24inch LCD;[1, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
24inch LCD Monitors;[2, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
LCD Monitors Compare;[3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitors Compare Prices;[4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Compare Prices Save;[5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Prices Save shopping;[6, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Save shopping in;[7, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
shopping in Australia;[8, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
Philips LCD monitor;[0, 6, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
LCD monitor with;[1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
monitor with SmartControl;[2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
with SmartControl Lite;[3, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
SmartControl Lite 246V5LHAB;[4, 2, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];0
Lite 246V5LHAB MBE;[5, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
NEC Display MultiSync;[0, 13, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Display MultiSync E223W;[1, 12, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
MultiSync E223W BK;[2, 11, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
E223W BK 22;[3, 10, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
BK 22 LED;[4, 9, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
22 LED LCD;[5, 8, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[6, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 1610;[7, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 1610 5;[8, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
1610 5 ms;[9, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
5 ms by;[10, 3, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
ms by Office;[11, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
by Office Depot;[12, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
ASUS VS197D 185;[0, 16, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
VS197D 185 INCH;[1, 15, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
185 INCH LED;[2, 14, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
INCH LED TN;[3, 13, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0];0
LED TN 1366;[4, 12, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
TN 1366 X;[5, 11, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
1366 X 768;[6, 10, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
X 768 5MS;[7, 9, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
768 5MS VGA;[8, 8, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
5MS VGA TILT;[9, 7, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0];0
VGA TILT 75;[10, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
TILT 75 X;[11, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
75 X 75;[12, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
X 75 VESA;[13, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
75 VESA BLACK;[14, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
VESA BLACK MBE;[15, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0];0
Acer V226HQL 21;[0, 14, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
V226HQL 21 5;[1, 13, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
21 5 LED;[2, 12, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
5 LED LCD;[3, 11, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[4, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 16;[5, 9, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 16 9;[6, 8, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
16 9 8;[7, 7, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
9 8 MS;[8, 6, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
8 MS UM;[9, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
MS UM WV6AA;[10, 4, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0];0
UM WV6AA A01;[11, 3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0];0
WV6AA A01 886541985941;[12, 2, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
A01 886541985941 eBay;[13, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
Dell E173FPf 17;[0, 22, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
E173FPf 17 LCD;[1, 21, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 LCD Display;[2, 20, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Display Computer;[3, 19, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Display Computer Monitor;[4, 18, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Computer Monitor With;[5, 17, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitor With Power;[6, 16, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
With Power Cable;[7, 15, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Power Cable UK;[8, 14, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Cable UK Ebay;[9, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[10, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[11, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[12, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[13, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[14, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[15, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[16, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[17, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[18, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
AOC E960SRDA LED;[0, 4, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0];1
E960SRDA LED display;[1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
LED display MrHighTech;[2, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
display MrHighTech Shop;[3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Asus VE278H 27;[0, 10, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
VE278H 27 LED;[1, 9, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
27 LED LCD;[2, 8, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[3, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 169;[4, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 169 2;[5, 5, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
169 2 ms;[6, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
2 ms by;[7, 3, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
ms by Office;[8, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
by Office Depot;[9, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Asus 24 VS248H;[0, 13, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];1
24 VS248H P;[1, 12, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
VS248H P Black;[2, 11, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
P Black 2ms;[3, 10, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];0
Black 2ms GTG;[4, 9, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
2ms GTG HDMI;[5, 8, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
GTG HDMI LED;[6, 7, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
HDMI LED Backlight;[7, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LED Backlight Widescreen;[8, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Backlight Widescreen LCD;[9, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Widescreen LCD Monitor;[10, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 610839367924;[11, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 610839367924 eBay;[12, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
17 Dell E173FPF;[0, 13, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0];0
Dell E173FPF 0D5428;[1, 12, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
E173FPF 0D5428 Flat;[2, 11, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
0D5428 Flat Panel;[3, 10, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Flat Panel LCD;[4, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Panel LCD Monitor;[5, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor w;[6, 7, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Monitor w Power;[7, 6, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
w Power Cord;[8, 5, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Power Cord VGA;[9, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Cord VGA Cable;[10, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
VGA Cable 008888306009;[11, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Cable 008888306009 eBay;[12, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Asus LED 22;[0, 4, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
LED 22 VW22AT;[1, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
22 VW22AT MONITOR;[2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
VW22AT MONITOR LED;[3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0];1
Asus Vs229h P;[0, 8, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
Vs229h P 22;[1, 7, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
P 22 Inch;[2, 6, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
22 Inch Class;[3, 5, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Inch Class 215;[4, 4, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Class 215 Led;[5, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
215 Led Monitor;[6, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Led Monitor Yikuscom;[7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Benq Benq EW2440L;[0, 4, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
Benq EW2440L 9HLAGLBQBE;[1, 3, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
EW2440L 9HLAGLBQBE Planet;[2, 2, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];1
9HLAGLBQBE Planet Computerit;[3, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
Allen Bradley 2711P;[0, 11, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
Bradley 2711P T15C4D1;[1, 10, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
2711P T15C4D1 A;[2, 9, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0];0
T15C4D1 A PanelView;[3, 8, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
A PanelView Plus;[4, 7, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
PanelView Plus 1500;[5, 6, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Plus 1500 Color;[6, 5, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
1500 Color Touch;[7, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Color Touch Ethernet;[8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Touch Ethernet Read;[9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Ethernet Read eBay;[10, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
DELL S Series;[0, 3, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
S Series S2440L;[1, 2, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];0
Series S2440L MBE;[2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
HP W1907 19;[0, 9, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];1
W1907 19 Widescreen;[1, 8, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
19 Widescreen LCD;[2, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Widescreen LCD Monitor;[3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor with;[4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitor with Built;[5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
with Built in;[6, 3, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
Built in Speakers;[7, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
in Speakers eBay;[8, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
3m Microtouch M150;[0, 12, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Microtouch M150 High;[1, 11, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
M150 High Brightness;[2, 10, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
High Brightness Touch;[3, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Brightness Touch Screen;[4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Touch Screen Monitor;[5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Screen Monitor 15;[6, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 15 Capacitive;[7, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
15 Capacitive Black;[8, 4, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Capacitive Black 1181375227;[9, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Black 1181375227 SoftwareCityca;[10, 2, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
1181375227 SoftwareCityca Canada;[11, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Hanns G 215;[0, 7, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
G 215 HE225DPB;[1, 6, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
215 HE225DPB Full;[2, 5, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
HE225DPB Full HD;[3, 4, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];1
Full HD LEDTFT;[4, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
HD LEDTFT Monitor;[5, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
LEDTFT Monitor MBE;[6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Philips 221B3LPCB02 LED;[0, 3, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
221B3LPCB02 LED display;[1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
LED display MediaShopUK;[2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Asus VN279Q 27inch;[0, 13, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];1
VN279Q 27inch Wide;[1, 12, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
27inch Wide 5ms;[2, 11, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Wide 5ms 100M;[3, 10, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
5ms 100M 1;[4, 9, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
100M 1 1920x1080;[5, 8, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
1 1920x1080 HDCP;[6, 7, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
1920x1080 HDCP HDMI;[7, 6, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
HDCP HDMI SPK;[8, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
HDMI SPK LED;[9, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
SPK LED LCD;[10, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[11, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor eBay;[12, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Dell UltraSharp U2410;[0, 11, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
UltraSharp U2410 24Widescreen;[1, 10, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
U2410 24Widescreen 1920x1200;[2, 9, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
24Widescreen 1920x1200 LCD;[3, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
1920x1200 LCD Flat;[4, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
LCD Flat Panel;[5, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Flat Panel LCD;[6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Panel LCD TFT;[7, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD TFT IPS;[8, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0];0
TFT IPS Monitor;[9, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
IPS Monitor eBay;[10, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
223V5LHSB00 PHI223V5LHSB00 Philips;[0, 5, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];0
PHI223V5LHSB00 Philips LCD;[1, 4, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];1
Philips LCD Monitor;[2, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
LCD Monitor Itenergy;[3, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitor Itenergy Ltd;[4, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
HP L1710 17;[0, 22, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];1
L1710 17 LCD;[1, 21, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 LCD Monitor;[2, 20, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Monitor GREADE;[3, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitor GREADE A;[4, 18, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
GREADE A CABLES;[5, 17, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0];0
A CABLES TESTED;[6, 16, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0];0
CABLES TESTED WARRANTY;[7, 15, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
TESTED WARRANTY UK;[8, 14, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0];0
WARRANTY UK Ebay;[9, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[10, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[11, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[12, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[13, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[14, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[15, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[16, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[17, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[18, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Asus VS248H P;[0, 11, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
VS248H P Black;[1, 10, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
P Black 24;[2, 9, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Black 24 HDMI;[3, 8, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
24 HDMI LED;[4, 7, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
HDMI LED Backlight;[5, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LED Backlight Widescreen;[6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Backlight Widescreen LCD;[7, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Widescreen LCD Monitor;[8, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 610839367924;[9, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 610839367924 eBay;[10, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Perfect Pixel Qnix;[0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Pixel Qnix QX2710;[1, 10, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
Qnix QX2710 LED;[2, 9, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
QX2710 LED Evolution;[3, 8, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
LED Evolution II;[4, 7, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Evolution II Multi;[5, 6, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
II Multi TRUE10;[6, 5, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
Multi TRUE10 Matte;[7, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
TRUE10 Matte 27;[8, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Matte 27 Monitor;[9, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
27 Monitor eBay;[10, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
ASUS VS197D 185;[0, 16, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
VS197D 185 INCH;[1, 15, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
185 INCH LED;[2, 14, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
INCH LED TN;[3, 13, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0];0
LED TN 1366;[4, 12, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
TN 1366 X;[5, 11, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
1366 X 768;[6, 10, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
X 768 5MS;[7, 9, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
768 5MS VGA;[8, 8, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
5MS VGA TILT;[9, 7, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0];0
VGA TILT 75;[10, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
TILT 75 X;[11, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
75 X 75;[12, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
X 75 VESA;[13, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
75 VESA BLACK;[14, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
VESA BLACK MBE;[15, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0];0
VE278H Asus Ve278h;[0, 5, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];0
Asus Ve278h Widescreen;[1, 4, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Ve278h Widescreen Lcd;[2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Widescreen Lcd Monitor;[3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Lcd Monitor PCCanadacom;[4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Philips Philips 298P4QJEB;[0, 5, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
Philips 298P4QJEB 298P4QJEB;[1, 4, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
298P4QJEB 298P4QJEB 00;[2, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
298P4QJEB 00 Planet;[3, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
00 Planet Computerit;[4, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Buy Acer 22;[0, 12, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Acer 22 V226WL;[1, 11, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
22 V226WL BD;[2, 10, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
V226WL BD LEDLCD;[3, 9, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0];0
BD LEDLCD Monitor;[4, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LEDLCD Monitor Monitors;[5, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitor Monitors LEDLCD;[6, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
